TestDataID,Rating
492,3.53862
493,3.91369
494,3.78526
495,2.95187
496,3.55369
497,3.78114
498,2.80829
499,3.3205
500,3.91567
501,4.56031
502,4.11722
503,3.75129
504,4.09575
505,4.0844
506,3.35286
507,4.56851
508,4.83204
509,4.1739
510,4.06704
511,4.51336
512,4.38879
513,4.01242
514,4.45733
515,4.6424
516,4.00897
517,4.39463
518,4.29376
519,4.7461
520,3.76438
521,4.0965
522,4.38313
523,3.99061
524,3.87726
525,3.56082
526,3.78323
527,4.18962
528,4.62478
529,4.61285
530,3.65642
531,3.35488
532,4.78617
533,3.78035
534,4.5652
535,4.10479
536,3.37293
537,2.73574
538,4.14371
539,3.847
540,3.62295
541,3.69302
542,4.20346
543,3.25799
544,2.286
545,1.95162
546,2.97586
547,3.71664
548,3.52061
549,3.19597
550,2.5827
551,3.2798
552,2.55896
553,3.50709
554,1.69281
555,4.25144
556,3.03273
557,3.87873
558,3.90936
559,3.77445
560,4.00005
561,4.09872
562,2.95271
563,3.26327
564,3.75643
565,3.2485
566,3.94459
567,4.18871
568,3.4298
569,3.42545
570,3.11103
571,3.80289
572,2.97464
573,3.59755
574,2.42852
575,3.84684
576,3.44047
577,3.44027
578,3.30745
579,3.49548
580,2.74286
581,4.48842
582,3.46625
583,3.41803
584,3.3508
585,3.73194
586,3.48271
587,3.65575
588,3.10465
589,3.16598
590,3.42394
591,4.36412
592,4.90006
593,4.00949
594,3.38353
595,3.43611
596,4.65964
597,4.31429
598,3.49628
599,3.59512
600,3.58743
601,4.68657
602,3.79112
603,3.85121
604,3.48953
605,3.29525
606,3.6435
607,4.35792
608,3.44547
609,3.3761
610,4.20465
611,4.67227
612,3.6564
613,3.5552
614,2.7278
615,2.64915
616,3.43795
617,2.98219
618,3.16397
619,2.86435
620,3.71587
621,2.84764
622,2.94397
623,2.9068
624,2.55871
625,3.12064
626,2.67809
627,3.37426
628,2.17693
629,3.44976
630,3.54718
631,2.96958
632,3.43575
633,2.756
634,3.03412
635,2.41939
636,3.43051
637,3.76987
638,3.08427
639,2.72152
640,3.25482
641,2.55208
642,5.42722
643,6.05047
644,4.24867
645,4.02897
646,4.11493
647,4.10449
648,3.92126
649,2.70428
650,3.47935
651,2.95156
652,2.96572
653,2.69287
654,3.36201
655,3.54571
656,3.09228
657,3.38014
658,2.47846
659,2.16831
660,3.05347
661,3.71726
662,3.17585
663,3.51233
664,2.49684
665,3.76689
666,2.48417
667,3.01554
668,2.87635
669,2.90161
670,2.82664
671,3.53896
672,3.66015
673,2.76282
674,2.85048
675,2.25063
676,2.41506
677,2.64733
678,2.07251
679,3.57972
680,2.65871
681,1.96311
682,2.5504
683,2.6113
684,3.5635
685,2.92003
686,2.80518
687,1.9701
688,2.15919
689,2.4445
690,2.24858
691,3.554
692,3.54321
693,3.23579
694,3.86391
695,3.06544
696,2.97463
697,3.27229
698,3.17682
699,3.51769
700,4.92049
701,2.171
702,2.99577
703,4.44981
704,3.57885
705,4.25971
706,3.34372
707,4.62603
708,3.44178
709,3.99276
710,3.24004
711,3.63624
712,4.48541
713,4.22
714,3.5051
715,3.41032
716,2.88353
717,1.91531
718,2.45897
719,3.13204
720,3.96991
721,4.22966
722,3.87415
723,3.52384
724,3.90942
725,3.65273
726,3.37895
727,3.17213
728,4.15893
729,3.28056
730,3.715
731,3.59688
732,3.87048
733,4.26582
734,4.20816
735,5.05129
736,4.55245
737,4.5004
738,4.36821
739,4.51277
740,3.66639
741,4.56656
742,3.64735
743,3.44868
744,5.01504
745,4.13629
746,4.51578
747,5.13809
748,3.83966
749,4.36191
750,4.63417
751,4.55069
752,4.31213
753,3.12697
754,4.96162
755,3.6816
756,4.25864
757,2.53734
758,4.10159
759,4.2545
760,5.06591
761,4.05329
762,3.34387
763,4.35164
764,4.20324
765,4.03641
766,4.92276
767,4.49459
768,2.56227
769,5.00714
770,4.87008
771,2.62408
772,4.59102
773,4.75729
774,4.6176
775,3.86944
776,4.94748
777,2.50505
778,4.09439
779,4.62854
780,4.39994
781,4.47712
782,2.61574
783,4.40565
784,3.99019
785,4.47566
786,4.59756
787,4.66547
788,5.19724
789,5.29784
790,3.19883
791,3.5806
792,4.73148
793,5.04947
794,4.467
795,4.97228
796,4.81881
797,4.96808
798,3.82154
799,4.69421
800,4.08879
801,4.11178
802,3.99691
803,4.61515
804,4.1202
805,4.03784
806,3.35156
807,1.99131
808,3.82949
809,2.56679
810,3.69098
811,3.93518
812,2.36965
813,4.48361
814,4.49923
815,4.66843
816,4.35996
817,5.0714
818,3.90072
819,3.37132
820,4.24785
821,4.57988
822,3.2043
823,3.60133
824,4.19967
825,4.34586
826,3.79318
827,2.87837
828,4.10041
829,4.18805
830,4.18447
831,1.98816
832,3.89774
833,3.91333
834,3.91027
835,2.86991
836,4.26081
837,3.03781
838,4.08043
839,4.19708
840,2.78797
841,4.14017
842,2.60168
843,3.90758
844,4.27431
845,4.71624
846,4.26619
847,4.13414
848,2.8454
849,2.42713
850,3.96661
851,4.17368
852,4.57813
853,4.55461
854,3.26385
855,4.99011
856,5.3158
857,4.30499
858,4.96561
859,4.78781
860,3.20394
861,3.02308
862,3.73252
863,3.44277
864,3.73858
865,3.14194
866,3.63487
867,3.71058
868,3.58909
869,2.14819
870,3.39055
871,3.47957
872,4.00988
873,3.02056
874,4.03665
875,3.36937
876,3.87853
877,3.91518
878,3.00385
879,3.82136
880,3.77876
881,3.69393
882,3.15483
883,3.91726
884,3.70337
885,3.2151
886,3.6525
887,3.11569
888,3.44416
889,3.72181
890,3.55972
891,2.52696
892,3.3939
893,3.67017
894,2.98671
895,4.09993
896,4.37497
897,3.40485
898,1.33698
899,3.84914
900,4.30672
901,4.09033
902,4.48905
903,3.69984
904,3.56536
905,3.39084
906,4.99686
907,4.12788
908,4.53658
909,3.8258
910,3.35899
911,4.01136
912,4.24186
913,3.53303
914,3.67316
915,3.57596
916,2.56175
917,2.57457
918,3.4214
919,3.1409
920,3.45278
921,4.22968
922,4.19496
923,4.15033
924,4.12488
925,4.24219
926,4.14001
927,3.5682
928,2.93045
929,3.25635
930,3.9903
931,4.20388
932,3.49505
933,3.69302
934,2.86352
935,4.09529
936,3.7361
937,4.45286
938,3.8839
939,3.63943
940,3.71567
941,4.08799
942,3.24504
943,3.74794
944,3.69668
945,3.57849
946,3.06633
947,2.07816
948,2.52906
949,4.29903
950,2.35602
951,3.7841
952,3.92733
953,4.30883
954,4.34355
955,3.93026
956,4.59815
957,4.83542
958,4.43788
959,4.85402
960,4.31516
961,4.47442
962,4.15153
963,4.37689
964,5.172
965,4.65397
966,4.50458
967,5.0272
968,4.36844
969,4.69545
970,3.98729
971,4.50305
972,3.76318
973,4.28208
974,4.97698
975,3.75635
976,4.54032
977,3.79162
978,3.2545
979,4.443
980,3.4444
981,3.69165
982,3.61736
983,3.78214
984,3.41375
985,4.31341
986,2.7219
987,2.67353
988,3.9549
989,3.98474
990,3.62352
991,3.26608
992,3.54765
993,1.93724
994,1.47323
995,3.75962
996,3.4192
997,1.82817
998,3.66334
999,3.18474
1000,2.29582
1001,4.40772
1002,2.46073
1003,2.27142
1004,4.37509
1005,4.77553
1006,2.85379
1007,2.95895
1008,2.85721
1009,2.94201
1010,4.62287
1011,4.62979
1012,4.25024
1013,3.25557
1014,4.32054
1015,4.26821
1016,3.88759
1017,3.74782
1018,3.76803
1019,4.03349
1020,4.81322
1021,3.81411
1022,3.76374
1023,4.24859
1024,4.16002
1025,4.5385
1026,3.98258
1027,3.38343
1028,3.26564
1029,4.11048
1030,4.61686
1031,4.15086
1032,4.7583
1033,4.04854
1034,3.60418
1035,3.37092
1036,4.81856
1037,4.77414
1038,4.1346
1039,5.13187
1040,3.68179
1041,3.57668
1042,4.57932
1043,4.58611
1044,2.78358
1045,2.53214
1046,3.28275
1047,3.38844
1048,3.42826
1049,2.65155
1050,2.15767
1051,3.53473
1052,3.78734
1053,3.58392
1054,4.28883
1055,3.89584
1056,3.36446
1057,4.087
1058,3.88065
1059,3.82674
1060,4.60158
1061,3.71024
1062,3.05996
1063,4.05613
1064,4.28466
1065,2.40112
1066,3.44819
1067,3.71769
1068,3.40973
1069,4.17215
1070,3.74637
1071,3.99947
1072,4.83102
1073,4.8599
1074,4.72878
1075,4.59525
1076,4.08883
1077,4.6321
1078,4.2814
1079,4.3492
1080,4.4244
1081,4.29855
1082,3.73772
1083,5.08778
1084,4.60903
1085,3.95192
1086,3.88762
1087,3.38803
1088,3.96453
1089,2.5064
1090,3.42716
1091,3.3916
1092,2.07612
1093,3.83816
1094,3.19305
1095,3.86518
1096,4.20912
1097,3.19869
1098,3.7449
1099,4.0758
1100,4.47434
1101,3.29931
1102,4.16991
1103,3.99665
1104,3.74545
1105,3.34526
1106,3.37119
1107,2.35337
1108,2.63928
1109,3.44137
1110,3.38545
1111,4.43093
1112,4.47571
1113,3.78856
1114,4.89907
1115,4.39126
1116,3.44649
1117,3.56781
1118,2.80351
1119,1.93631
1120,4.65046
1121,4.65595
1122,4.03757
1123,4.45761
1124,5.17922
1125,2.28586
1126,2.07964
1127,2.69108
1128,3.04849
1129,3.39687
1130,3.55906
1131,3.72233
1132,3.68085
1133,2.86013
1134,3.92294
1135,3.60009
1136,2.95797
1137,4.02317
1138,3.65767
1139,1.55443
1140,3.95093
1141,3.62677
1142,3.38068
1143,3.13938
1144,3.79908
1145,3.67161
1146,3.60315
1147,3.43336
1148,3.17386
1149,3.43453
1150,3.54733
1151,2.74489
1152,3.82296
1153,4.46779
1154,3.22776
1155,4.51395
1156,4.45017
1157,5.04557
1158,1.86255
1159,3.30802
1160,3.32161
1161,2.38194
1162,3.65835
1163,1.97552
1164,3.12853
1165,2.69205
1166,2.11036
1167,3.00874
1168,2.0202
1169,3.83006
1170,2.60581
1171,2.67484
1172,3.05633
1173,2.54004
1174,2.74916
1175,2.06705
1176,2.14539
1177,1.09704
1178,2.88756
1179,2.44568
1180,3.35305
1181,2.96816
1182,2.75513
1183,2.06032
1184,3.18603
1185,3.54447
1186,2.50162
1187,2.65681
1188,2.69807
1189,3.61394
1190,2.92966
1191,2.66277
1192,2.94642
1193,3.34487
1194,1.6847
1195,3.663
1196,4.09563
1197,3.84882
1198,3.53234
1199,3.52296
1200,1.64941
1201,2.7271
1202,1.69543
1203,2.3842
1204,2.90975
1205,3.36314
1206,2.83809
1207,3.4907
1208,4.03223
1209,2.98239
1210,3.35876
1211,3.6515
1212,4.16949
1213,3.55514
1214,3.72101
1215,3.5237
1216,3.38894
1217,3.45559
1218,4.06208
1219,3.54316
1220,4.19847
1221,2.66222
1222,3.90254
1223,4.01848
1224,3.97281
1225,4.11885
1226,3.57154
1227,3.63228
1228,3.57454
1229,3.26715
1230,3.61659
1231,3.75451
1232,4.6324
1233,4.2493
1234,4.54791
1235,4.43797
1236,4.48354
1237,4.10552
1238,4.13867
1239,4.4733
1240,4.7162
1241,4.34148
1242,3.61188
1243,4.23859
1244,3.12241
1245,3.77361
1246,4.22259
1247,4.16013
1248,4.42176
1249,4.29592
1250,3.82765
1251,4.52146
1252,3.65064
1253,4.1103
1254,3.88446
1255,3.95704
1256,3.36639
1257,2.37876
1258,2.17617
1259,2.89165
1260,3.18453
1261,3.4514
1262,2.98846
1263,3.49131
1264,2.17538
1265,2.698
1266,3.16581
1267,2.45567
1268,3.83045
1269,3.67889
1270,4.72999
1271,4.33565
1272,4.84327
1273,4.91989
1274,4.75087
1275,5.15547
1276,4.11893
1277,4.66667
1278,4.61531
1279,5.43119
1280,4.7995
1281,4.58487
1282,2.85239
1283,3.71232
1284,3.49065
1285,4.28021
1286,3.10866
1287,3.51462
1288,2.69725
1289,2.60269
1290,3.5437
1291,2.5566
1292,3.73056
1293,3.02139
1294,3.80164
1295,5.00194
1296,5.32736
1297,4.44791
1298,4.84224
1299,4.75293
1300,4.1574
1301,2.98399
1302,4.01068
1303,4.0905
1304,4.27353
1305,4.97508
1306,2.26015
1307,4.88462
1308,3.44653
1309,2.66396
1310,4.28327
1311,4.6811
1312,4.998
1313,4.08059
1314,4.95381
1315,3.98501
1316,4.36092
1317,5.02702
1318,4.27289
1319,3.99711
1320,3.56549
1321,3.98517
1322,3.61306
1323,3.49723
1324,3.8145
1325,4.28568
1326,3.72525
1327,3.9265
1328,3.62065
1329,3.41058
1330,3.50307
1331,3.35062
1332,3.73002
1333,3.72127
1334,3.50661
1335,3.39859
1336,4.17045
1337,3.78
1338,4.01473
1339,3.97797
1340,3.81052
1341,3.93807
1342,2.16455
1343,4.26862
1344,3.38839
1345,3.62597
1346,3.86829
1347,3.15746
1348,3.97214
1349,3.10786
1350,2.46699
1351,2.5144
1352,2.39463
1353,4.2167
1354,4.30428
1355,3.66827
1356,3.70681
1357,3.71839
1358,4.25059
1359,4.16112
1360,3.88414
1361,1.7752
1362,4.7715
1363,4.12163
1364,3.79853
1365,4.63566
1366,4.52809
1367,4.70744
1368,4.86887
1369,4.07224
1370,3.8848
1371,3.09567
1372,2.97672
1373,3.66425
1374,2.80607
1375,3.90583
1376,2.78424
1377,3.24733
1378,3.40363
1379,3.14088
1380,3.71678
1381,4.56854
1382,3.88112
1383,4.25804
1384,2.79696
1385,3.39309
1386,4.00618
1387,3.80363
1388,3.85507
1389,3.78833
1390,3.64626
1391,2.81795
1392,2.88283
1393,3.32545
1394,3.25659
1395,4.36717
1396,4.07913
1397,2.5937
1398,4.49501
1399,4.34599
1400,4.36649
1401,3.05466
1402,3.19136
1403,3.68869
1404,3.9403
1405,3.40405
1406,3.2817
1407,3.15515
1408,3.33964
1409,3.54614
1410,2.81683
1411,2.02487
1412,3.49344
1413,3.41911
1414,2.92479
1415,3.58684
1416,3.37101
1417,2.83725
1418,2.92535
1419,3.63188
1420,3.39392
1421,2.78662
1422,2.06821
1423,3.62961
1424,3.08481
1425,2.80576
1426,3.2176
1427,3.86203
1428,3.56784
1429,3.30215
1430,3.22608
1431,3.01341
1432,3.54342
1433,3.24722
1434,2.74684
1435,3.29007
1436,3.40231
1437,3.23097
1438,2.80894
1439,2.82591
1440,3.0789
1441,4.86108
1442,3.19556
1443,3.21977
1444,4.12302
1445,3.38195
1446,3.09967
1447,3.61185
1448,3.66197
1449,2.92047
1450,3.33118
1451,2.98599
1452,3.06949
1453,3.33523
1454,3.03707
1455,3.67833
1456,3.715
1457,3.64972
1458,4.07267
1459,4.98591
1460,3.79496
1461,4.74251
1462,3.99083
1463,3.48972
1464,4.08619
1465,3.91903
1466,3.72893
1467,4.0496
1468,3.78777
1469,4.37073
1470,4.88701
1471,3.80609
1472,3.22133
1473,3.84316
1474,3.73098
1475,3.81417
1476,4.18079
1477,3.73511
1478,4.2011
1479,4.15132
1480,2.55067
1481,2.8446
1482,3.26038
1483,3.60837
1484,3.36345
1485,3.08519
1486,2.56825
1487,3.68399
1488,4.73654
1489,2.91169
1490,3.27634
1491,3.70168
1492,2.40771
1493,3.64082
1494,3.91889
1495,4.45282
1496,3.55908
1497,4.36316
1498,4.02545
1499,3.96348
1500,4.06748
1501,4.49489
1502,4.37107
1503,4.87792
1504,3.65996
1505,4.0927
1506,2.74418
1507,3.57047
1508,2.56138
1509,2.71709
1510,3.2469
1511,2.85901
1512,3.98544
1513,2.89904
1514,3.34697
1515,3.44041
1516,3.64819
1517,3.73053
1518,3.69896
1519,3.60161
1520,3.68164
1521,1.68376
1522,3.36096
1523,0.422143
1524,3.57235
1525,3.67825
1526,3.85191
1527,4.04085
1528,3.60199
1529,3.63246
1530,3.77104
1531,1.34102
1532,2.84546
1533,3.59096
1534,3.72715
1535,3.46879
1536,3.31311
1537,3.08607
1538,1.99437
1539,3.42273
1540,3.22627
1541,3.01967
1542,2.73357
1543,3.22258
1544,1.91933
1545,3.45538
1546,3.36836
1547,2.69754
1548,3.45365
1549,3.21324
1550,3.53459
1551,4.11508
1552,4.68141
1553,3.58585
1554,3.20752
1555,3.41544
1556,4.0841
1557,3.51974
1558,3.60757
1559,3.25836
1560,2.68253
1561,3.63828
1562,3.17088
1563,4.10507
1564,3.95194
1565,3.13254
1566,2.87814
1567,2.99997
1568,4.02854
1569,3.0739
1570,3.29071
1571,4.30128
1572,4.27516
1573,4.16107
1574,4.9453
1575,4.36498
1576,4.68201
1577,3.67467
1578,4.30499
1579,2.62193
1580,4.52831
1581,4.06739
1582,4.14534
1583,4.54272
1584,4.53993
1585,4.25536
1586,4.77761
1587,4.44163
1588,4.36995
1589,3.17091
1590,4.0641
1591,4.21387
1592,3.4064
1593,3.72878
1594,3.76702
1595,3.82797
1596,4.21522
1597,3.40062
1598,3.68051
1599,3.60342
1600,3.83309
1601,4.01245
1602,3.99019
1603,3.7126
1604,4.98099
1605,2.55215
1606,3.81532
1607,4.05651
1608,3.36649
1609,5.01108
1610,3.8127
1611,3.6864
1612,3.75194
1613,4.80183
1614,4.54568
1615,4.23578
1616,3.77966
1617,3.9807
1618,4.09464
1619,4.51456
1620,3.2148
1621,3.33923
1622,3.81165
1623,3.19642
1624,4.30048
1625,5.03185
1626,4.78151
1627,4.44627
1628,4.62083
1629,4.79524
1630,4.26868
1631,4.47656
1632,4.83841
1633,4.5776
1634,4.28007
1635,4.96579
1636,3.86324
1637,4.24336
1638,4.69188
1639,4.79213
1640,3.97219
1641,3.85176
1642,2.68075
1643,3.10554
1644,3.92895
1645,3.23618
1646,3.14052
1647,3.9434
1648,3.86224
1649,3.07145
1650,2.97483
1651,2.00185
1652,3.63519
1653,3.80738
1654,2.46465
1655,2.93092
1656,3.57046
1657,2.87991
1658,2.69421
1659,4.08793
1660,4.04437
1661,3.88035
1662,3.68385
1663,2.50072
1664,3.98582
1665,4.42445
1666,3.96545
1667,3.8076
1668,4.47193
1669,3.78421
1670,3.61825
1671,4.20997
1672,3.52593
1673,4.61573
1674,3.84063
1675,4.42585
1676,3.7536
1677,3.83857
1678,4.52682
1679,2.14762
1680,4.26223
1681,3.00564
1682,3.72516
1683,4.59312
1684,2.93632
1685,4.34245
1686,3.86758
1687,3.82284
1688,2.85247
1689,3.99981
1690,4.49201
1691,4.32714
1692,4.69334
1693,3.18089
1694,2.99423
1695,2.66908
1696,2.97388
1697,2.98298
1698,1.82425
1699,2.05508
1700,2.77319
1701,2.04105
1702,1.83117
1703,1.99008
1704,2.72598
1705,2.31496
1706,1.71155
1707,4.73251
1708,4.67814
1709,4.0308
1710,3.55504
1711,1.52183
1712,3.02261
1713,2.1502
1714,3.65597
1715,2.30101
1716,3.58118
1717,3.24379
1718,3.90288
1719,2.77356
1720,3.64159
1721,4.23003
1722,2.83895
1723,2.74526
1724,3.86546
1725,1.08943
1726,2.19084
1727,3.00988
1728,4.19634
1729,3.82798
1730,2.10509
1731,3.70822
1732,2.1912
1733,2.10101
1734,3.21754
1735,2.78433
1736,3.43165
1737,3.25905
1738,3.25475
1739,4.1727
1740,3.15072
1741,2.12061
1742,2.22803
1743,2.49634
1744,1.75762
1745,2.7139
1746,2.34181
1747,2.21933
1748,3.14183
1749,3.66088
1750,2.98554
1751,2.82113
1752,3.89702
1753,3.60653
1754,2.00187
1755,3.60103
1756,4.55927
1757,3.27488
1758,3.74655
1759,3.61076
1760,3.7935
1761,3.25312
1762,3.47381
1763,3.66174
1764,3.12212
1765,3.8176
1766,2.5266
1767,4.27085
1768,2.70921
1769,3.15831
1770,2.87664
1771,3.7622
1772,3.39817
1773,3.92137
1774,3.36082
1775,3.86859
1776,3.58333
1777,4.06485
1778,3.80636
1779,3.85401
1780,4.86134
1781,5.08253
1782,4.86606
1783,4.18921
1784,4.52224
1785,5.02212
1786,5.28373
1787,3.50865
1788,4.24033
1789,3.58884
1790,3.81705
1791,3.74073
1792,3.9715
1793,3.38068
1794,3.36511
1795,4.02496
1796,4.37147
1797,4.08628
1798,3.87426
1799,3.92993
1800,3.31572
1801,3.67401
1802,3.42466
1803,3.36134
1804,3.87684
1805,3.02616
1806,4.30209
1807,4.03203
1808,3.69499
1809,3.47672
1810,4.00409
1811,4.41191
1812,3.98813
1813,4.0015
1814,3.97546
1815,4.33241
1816,3.25044
1817,3.46607
1818,3.29674
1819,3.06865
1820,3.44823
1821,3.73697
1822,3.71948
1823,4.32124
1824,3.4766
1825,3.36772
1826,2.9165
1827,3.74754
1828,4.23347
1829,3.9625
1830,3.52883
1831,4.07983
1832,4.36557
1833,3.17208
1834,2.78887
1835,2.49689
1836,3.12751
1837,2.76758
1838,1.77359
1839,2.987
1840,4.04712
1841,4.23132
1842,3.81866
1843,4.54247
1844,4.11661
1845,4.38144
1846,3.96912
1847,4.13601
1848,3.14781
1849,3.25756
1850,3.52141
1851,3.96772
1852,4.23944
1853,2.06768
1854,4.43368
1855,4.15772
1856,3.73259
1857,3.99997
1858,2.99205
1859,3.78712
1860,3.24212
1861,4.06346
1862,3.75824
1863,3.84688
1864,3.89722
1865,3.88619
1866,4.10304
1867,4.09944
1868,3.78151
1869,3.23155
1870,3.75887
1871,3.52096
1872,3.71456
1873,3.92398
1874,3.89206
1875,3.9686
